ZrAg2, 0.033236985555555876 
YbAg2, 0 
AgC, 2.235510398333333 
InAg, 0.07436719847222228 
AgN, 1.4081794221433332 
TiAg, 0 
LiAg, 0 
LuAg2, 0 
LaAg2, 0 
AgCl, 0 
AgBr, 0 
AgO, 0 
CeAg2, 0 
PrAg2, 0 
NdAg2, 0 
BaAg2, 0 
Zn2Ag, 0.006715612261904758 
MgAg2, 0.01157644916666678 
SiAg2, 0.512276836111111 
AgH, 0.13389023152333346 
Ni3Ag, 0.23296849666666564 
AgSe5, 0.10794774074218738 
Sr7Ag3, 0 
Ac2O3, 0 
ScAg, 0 
ZrAg, 0 
GaAg, 0.08853811249999977 
AgI, 0 
AcLa, 0.06018303125000024 
AcLa3, 0.026662785624999685 
Ac3Cl, 0.7012046925000002 
Ac3Zr, 0.2675186156249998 
Ac3Yb, 0.029936838958333212 
AcDy3, 0.06532354437500043 
Ac3Au, 0.13176991541666627 
Ac3Cr, 0.45070136062499966 
Ac3Ag, 0.2131220362499997 
Ac3Dy, 0.06687583312499967 
Ac3Y, 0.05733898229166634 
Ac3Tm, 0.07211369229166653 
Ac2Mg, 0.02014799416666646 
Ac3Lu, 0.0743527256249994 
Ac3Cd, 0.06525526666666659 
Ac3Er, 0.07061993062499994 
Ac3Zn, 0.151252420833333 
Ac3V, 0.6885117706250004 
Ac3La, 0.03795004562500015 
Ac3I, 0.36653497791666645 
Ac3Mo, 0.6917102506249995 
Ac3Tb, 0.0651761268750004 
Ac3Nb, 0.5568038581249999 
Ac3Ce, 0.13000604687499973 
Ac3Ti, 0.3995589206250001 
Ac3Pm, 0.049298188749999916 
AcCe3, 0.14115649812499953 
Ac3Ho, 0.07054585562500026 
AcCu3, 0 
Ac3Br, 0.580771254583333 
Ac3Si, 0.08114944625000042 
AcEu3, 0.05174764187500003 
Ac3Pa, 0.41565086937499984 
Ag3Au, 0 
Ag3Rh, 0.21517895499999984 
Ag3W, 0.8677804 
AgAs, 0.22363612333333283 
AcY3, 0.05699678687499965 
Ag3As, 0.08822418124999976 
Ag3Pd, 0 
AgPt, 0 
AgHg3, 0.11291624166666658 
AcTb3, 0.06534505187500006 
AgPd, 0 
AgAu3, 0 
AgAu, 0 
AgIr, 0.3568890783333334 
AcSm3, 0.046528389375000145 
AgRh, 0.25039278833333345 
AcSe3, 0 
AcNd3, 0.036279524375000705 
AcYb3, 0.060245324374999853 
AcMg3, 0.009173186249999965 
AcPr3, 0.030845713125000174 
AcPm3, 0.041752411250000065 
Ag3F, 0.2188960154166666 
AgGe3, 0.2811396766666667 
AcSc3, 0.12330398062499981 
AgSn3, 0.0999843579166666 
Ag3Hg, 0.021153115000000167 
AcNb3, 0.5851438668749989 
AcTh3, 0.13287675562499945 
Ag3Cl, 0.2634661595833334 
Ac3Eu, 0.059953943124999576 
Ag3Br, 0.2664178320833335 
Ac3Np, 0.46171710593749893 
Ba3Ac, 0.10713131812499999 
BaAc3, 0.1044381743749998 
Ca3Ag, 0.13253721791666662 
CaAg3, 0.05183619958333274 
Ca3Ac, 0.052658698125000125 
CdAg3, 0 
CrAg3, 0.26799519999999966 
DyAg3, 0.03864823619565305 
CsAc3, 0.4167049086422412 
CsAc, 0.4816531497844827 
GaAg3, 0.021096686666666642 
BaAg, 0 
Cu3Ag, 0.09045735166666669 
CeAg, 0.06590914000000048 
ErAg3, 0.04046328510869568 
Ga3Ag, 0.047064566249999995 
Fe3Ag, 0.34147874416666646 
AcMg149, 0 
FeAg3, 0.3465706599999998 
Eu3Ag, 0.14306413812500196 
EuAg3, 0.06782688041666685 
GdAg3, 1.240363804166666 
In3Ag, 0.07387315673611061 
Hf3Ag, 0.18125453000000036 
K3Ac, 0.4354124933749999 
La3Ag, 0.1112261125000007 
LaAg3, 0.030840087916666814 
KAc3, 0.3342034223749999 
LiAc3, 0.16680097395833338 
LiAg3, 0 
LuAg3, 0.04947670999999998 
Cs3Ac, 0.5352109759267241 
Mg149Ag, 0 
Mg2Ag, 0.013609602792793218 
Mg5Ag, 0.019465347252252352 
MgAg5, 0.001951598055555781 
MgAg3, 0 
Na3Ag, 0.04101922187500007 
NaAg3, 0.07210235416666677 
NaAc3, 0.2019797218749999 
NpAg3, 0.3306342203124988 
NdAg3, 0.06278905065217444 
Pm3Ag, 0.08561886958333353 
PmAg3, 0 
Pr3Ag, 0.1323620975000006 
PuAg3, 0.08220508500000001 
ReAg3, 0.8946772212500003 
ScAg3, 0.054451348749999795 
SiAg3, 0.1666058537499997 
Sr3Ag, 0.20084063972222266 
Sr3Ac, 0.0957612131250003 
SrAc3, 0.07353201395833331 
Tb3Ag, 0.16948571250000022 
Tl3Ag, 0.10668967666666651 
V3Ag, 0.36941406166666635 
YAg3, 0.04131715336956665 
YbAg3, 0.029958957083333626 
Yb3Ag, 0.1363495431944446 
ZnAg3, 0 
Zn3Ag, 0 
ZnAg, 0 
AgP15, 0.02072104819940357 
AgB2, 0.5238126699999999 
Ag3Pt, 0.030290790833333414 
K2Ag, 0.18550601183333337 
Mg26Ag7, 0.07825725042997544 
Li8Ag5, 0 
AgO2, 0.32277175500000155 
AgC6, 1.3873671209523817 
Y14Ag51, 0 
Th14Ag51, 0 
Tb14Ag51, 0 
Sm14Ag51, 0 
Pr14Ag51, 0 
Nd14Ag51, 0 
MgAg4, 0.08859965433333317 
Li9Ag4, 0.009471268241758146 
Li3Ag2, 0.008761756333332649 
LaAg5, 0.07455867999999999 
InAg3, 0 
InAg4, 0.0999791813333335 
In9Ag17, 0.005384536848290544 
Ho14Ag51, 0 
